0.03,NormalNote,TRUE,0,0
0.53,NormalNote,FALSE,0,0
2.03,NormalNote,TRUE,0,0
2.53,NormalNote,FALSE,0,0
3.53,NormalNote,TRUE,0,0
3.78,NormalNote,TRUE,0,0
4.03,NormalNote,FALSE,0,0
4.53,NormalNote,TRUE,0,0
5.03,NormalNote,TRUE,0,0
8.03,NormalNote,TRUE,0,0
8.53,NormalNote,FALSE,0,0
10.03,NormalNote,TRUE,0,0
10.53,NormalNote,FALSE,0,0
11.53,NormalNote,TRUE,0,0
11.78,NormalNote,TRUE,0,0
12.03,NormalNote,FALSE,0,0
12.53,NormalNote,TRUE,0,0
13.03,NormalNote,TRUE,0,0
14.03,NormalNote,FALSE,0,0
15.03,NormalNote,TRUE,0,0
16.03,NormalNote,FALSE,0,0
16.53,NormalNote,TRUE,0,0
18.03,NormalNote,FALSE,0,0
18.53,NormalNote,TRUE,0,0
19.53,NormalNote,FALSE,0,0
19.78,NormalNote,TRUE,0,0
20.03,NormalNote,FALSE,0,0
20.53,NormalNote,TRUE,0,0
21.03,NormalNote,TRUE,0,0
23.53,NormalNote,FALSE,0,0
23.78,NormalNote,TRUE,0,0
24.03,NormalNote,FALSE,0,0
24.53,NormalNote,TRUE,0,0
25.03,NormalNote,TRUE,0,0
26.03,NormalNote,FALSE,0,0
26.53,NormalNote,TRUE,0,0
27.03,NormalNote,FALSE,0,0
27.53,NormalNote,TRUE,0,0
28.03,NormalNote,FALSE,0,0
28.28,NormalNote,TRUE,0,0
28.53,NormalNote,FALSE,0,0
28.78,NormalNote,TRUE,0,0
29.03,NormalNote,FALSE,0,0
30.03,NormalNote,TRUE,0,0
30.53,NormalNote,FALSE,0,0
32.03,NormalNote,TRUE,0,0
32.53,NormalNote,FALSE,0,0
34.03,NormalNote,TRUE,0,0
34.53,NormalNote,FALSE,0,0
35.53,NormalNote,FALSE,0,0
35.78,NormalNote,TRUE,0,0
36.03,NormalNote,FALSE,0,0
36.53,NormalNote,TRUE,0,0
37.03,NormalNote,TRUE,0,0
40.03,NormalNote,TRUE,0,0
40.53,NormalNote,FALSE,0,0
42.03,NormalNote,TRUE,0,0
42.53,NormalNote,FALSE,0,0
43.53,NormalNote,FALSE,0,0
43.78,NormalNote,TRUE,0,0
44.03,NormalNote,FALSE,0,0
44.53,NormalNote,TRUE,0,0
45.03,NormalNote,TRUE,0,0
48.03,NormalNote,FALSE,0,0
48.53,NormalNote,TRUE,0,0
49.03,NormalNote,FALSE,0,0
50.03,NormalNote,TRUE,0,0
50.53,NormalNote,FALSE,0,0
51.03,NormalNote,TRUE,0,0
52.03,NormalNote,FALSE,0,0
52.53,NormalNote,TRUE,0,0
53.03,NormalNote,FALSE,0,0
54.03,NormalNote,TRUE,0,0
56.03,NormalNote,TRUE,0,0
56.53,NormalNote,FALSE,0,0
58.03,NormalNote,TRUE,0,0
58.53,NormalNote,FALSE,0,0
59.53,NormalNote,FALSE,0,0
59.78,NormalNote,TRUE,0,0
60.03,NormalNote,FALSE,0,0
60.53,NormalNote,TRUE,0,0
61.03,NormalNote,TRUE,0,0
64.03,NormalNote,FALSE,0,0
64.53,NormalNote,TRUE,0,0
66.03,NormalNote,FALSE,0,0
66.53,NormalNote,TRUE,0,0
67.53,NormalNote,FALSE,0,0
67.78,NormalNote,TRUE,0,0
68.03,NormalNote,FALSE,0,0
68.53,NormalNote,TRUE,0,0
69.03,NormalNote,TRUE,0,0
72.03,NormalNote,FALSE,0,0
72.53,NormalNote,TRUE,0,0
74.03,NormalNote,FALSE,0,0
74.53,NormalNote,TRUE,0,0
75.53,NormalNote,FALSE,0,0
75.78,NormalNote,TRUE,0,0
76.03,NormalNote,FALSE,0,0
76.53,NormalNote,TRUE,0,0
77.03,NormalNote,TRUE,0,0
80.03,NormalNote,TRUE,0,0
80.53,NormalNote,FALSE,0,0
81.03,NormalNote,TRUE,0,0
82.03,NormalNote,TRUE,0,0
82.53,NormalNote,FALSE,0,0
83.03,NormalNote,TRUE,0,0
84.03,NormalNote,TRUE,0,0
84.53,NormalNote,FALSE,0,0
85.03,NormalNote,TRUE,0,0
86.03,NormalNote,TRUE,0,0
88.03,NormalNote,TRUE,0,0
88.53,NormalNote,FALSE,0,0
90.03,NormalNote,TRUE,0,0
90.53,NormalNote,FALSE,0,0
91.53,NormalNote,FALSE,0,0
91.78,NormalNote,TRUE,0,0
92.03,NormalNote,FALSE,0,0
92.53,NormalNote,TRUE,0,0
93.03,NormalNote,TRUE,0,0
96.03,NormalNote,FALSE,0,0
96.53,NormalNote,TRUE,0,0
98.03,NormalNote,FALSE,0,0
98.53,NormalNote,TRUE,0,0
99.53,NormalNote,FALSE,0,0
99.78,NormalNote,TRUE,0,0
100.03,NormalNote,FALSE,0,0
100.53,NormalNote,TRUE,0,0
101.03,NormalNote,TRUE,0,0
104.03,NormalNote,TRUE,0,0
104.53,NormalNote,FALSE,0,0
106.03,NormalNote,TRUE,0,0
106.53,NormalNote,FALSE,0,0
107.53,NormalNote,FALSE,0,0
107.78,NormalNote,TRUE,0,0
108.03,NormalNote,FALSE,0,0
108.53,NormalNote,TRUE,0,0
109.03,NormalNote,TRUE,0,0
110.28,NormalNote,FALSE,0,0
110.78,NormalNote,TRUE,0,0
112.03,NormalNote,FALSE,0,0
112.53,NormalNote,TRUE,0,0
114.03,NormalNote,FALSE,0,0
